0.000000,1.000000
0.050000,1.000000
0.100000,1.000000
0.150000,1.000000
0.200000,1.000000
0.250000,1.000000
0.300000,1.000000
0.350000,1.000000
0.400000,1.000000
0.450000,1.000000
0.500000,1.000001
0.550000,1.000010
0.600000,1.000078
0.650000,1.000455
0.700000,1.002039
0.750000,1.007317
0.800000,1.021643
0.850000,1.053876
0.900000,1.114761
0.950000,1.212178
1.000000,1.345019
1.050000,1.500000
1.100000,1.654980
1.150000,1.787812
1.200000,1.885160
1.250000,1.945669
1.300000,1.976319
1.350000,1.985367
1.400000,1.976319
1.450000,1.945669
1.500000,1.885160
1.550000,1.787812
1.600000,1.654980
1.650000,1.500000
1.700000,1.345019
1.750000,1.212178
1.800000,1.114761
1.850000,1.053876
1.900000,1.021643
1.950000,1.007317
2.000000,1.002039
